,uid,recency,frequency,monetary
2788,VOXLAT0006010732025460075,279,3,66.48
2789,VOXLAT0006010732025463517,97,1,257.3
2790,VOXLAT0006010732025463764,200,1,59.54
2791,VOXLAT0006010732025467526,182,2,515.9
2792,VOXLAT0006010732025468540,79,2,274.65
2793,VOXLAT0006010732025469696,152,2,168.92
2794,VOXLAT0006010732025470785,127,1,38.94
2795,VOXLAT0006010732025472823,65,1,279.0
2796,VOXLAT0006010732025473003,85,1,170.63
2797,VOXLAT0006010732025473177,290,1,108.98
2798,VOXLAT0006010732025473193,338,2,146.0
2799,VOXLAT0006010732025473201,309,1,259.98
2800,VOXLAT0006010732025473573,150,2,659.0
2801,VOXLAT0006010732025474217,142,1,342.91
2802,VOXLAT0006010732025474308,342,1,191.92
2803,VOXLAT0006010732025474647,186,1,119.96
2804,VOXLAT0006010732025474654,287,2,432.15999999999997
2805,VOXLAT0006010732025477038,239,1,99.98
2806,VOXLAT0006010732025477095,236,2,118.99
2807,VOXLAT0006010732025477251,103,2,194.99
2808,VOXLAT0006010732025477798,254,1,700.17
2809,VOXLAT0006010732025478283,281,1,154.56
2810,VOXLAT0006010732025478317,343,1,363.0
2811,VOXLAT0006010732025478366,332,1,301.49
2812,VOXLAT0006010732025478887,313,1,97.98
2813,VOXLAT0006010732025479869,157,1,86.98
2814,VOXLAT0006010732025480446,147,1,340.1
2815,VOXLAT0006010732025482129,66,1,35.0
2816,VOXLAT0006010732025482145,91,1,29.52
2817,VOXLAT0006010732025482319,287,1,63.99
2818,VOXLAT0006010732025482814,237,1,522.6
2819,VOXLAT0006010732025483994,322,1,64.56
2820,VOXLAT0006010732025485171,25,1,53.81
2821,VOXLAT0006010732025485239,231,1,89.61
2822,VOXLAT0006010732025487334,59,2,788.35
2823,VOXLAT0006010732025487474,77,1,180.0
2824,VOXLAT0006010732025490346,210,1,9.99
2825,VOXLAT0006010732025490544,126,13,1368.87
2826,VOXLAT0006010732025491070,127,2,160.97
2827,VOXLAT0006010732025492268,279,1,419.95
2828,VOXLAT0006010732025492391,329,3,109.96
2829,VOXLAT0006010732025492862,77,1,209.9
2830,VOXLAT0006010732025493126,94,8,567.4
2831,VOXLAT0006010732025493670,212,5,261.9
2832,VOXLAT0006010732025495394,322,1,116.96
2833,VOXLAT0006010732025495550,287,2,159.99
2834,VOXLAT0006010732025495840,294,1,343.53
2835,VOXLAT0006010732025497036,160,1,36.0
2836,VOXLAT0006010732025497176,314,3,90.45
2837,VOXLAT0006010732025499057,103,1,753.85
2838,VOXLAT0006010732025500078,276,1,61.95
2839,VOXLAT0006010732025501316,283,1,686.0
2840,VOXLAT0006010732025503320,105,2,684.07
2841,VOXLAT0006010732025503429,307,1,51.0
2842,VOXLAT0006010732025503593,287,1,76.91
2843,VOXLAT0006010732025504302,224,1,28.31
2844,VOXLAT0006010732025504419,280,1,200.0
2845,VOXLAT0006010732025507438,316,1,174.12
2846,VOXLAT0006010732025507537,95,1,274.75
2847,VOXLAT0006010732025507628,61,1,35.0
2848,VOXLAT0006010732025508550,252,1,84.99
2849,VOXLAT0006010732025508857,335,1,260.0
2850,VOXLAT0006010732025511240,25,2,205.53
2851,VOXLAT0006010732025512297,116,4,284.98
2852,VOXLAT0006010732025512594,39,1,346.78
2853,VOXLAT0006010732025513311,319,1,65.02
2854,VOXLAT0006010732025514558,203,2,125.58
2855,VOXLAT0006010732025514889,124,5,724.96
2856,VOXLAT0006010732025514939,304,1,518.0
2857,VOXLAT0006010732025517247,187,2,885.72
2858,VOXLAT0006010732025518013,92,2,618.23
2859,VOXLAT0006010732025519797,10,1,35.88
2860,VOXLAT0006010732025520308,234,1,74.0
2861,VOXLAT0006010732025521165,250,2,160.78
2862,VOXLAT0006010732025521488,33,1,64.9
2863,VOXLAT0006010732025521561,168,30,3225.61
2864,VOXLAT0006010732025523484,253,1,109.95
2865,VOXLAT0006010732025525729,65,9,1460.59
2866,VOXLAT0006010732025527535,263,2,133.98
2867,VOXLAT0006010732025527931,284,1,70.0
2868,VOXLAT0006010732025528541,245,3,124.16
2869,VOXLAT0006010732025529937,20,1,160.84
2870,VOXLAT0006010732025530729,33,1,79.66
2871,VOXLAT0006010732025532063,120,1,200.0
2872,VOXLAT0006010732025532261,263,1,129.85
2873,VOXLAT0006010732025532618,97,2,160.76
2874,VOXLAT0006010732025535249,237,2,534.0
2875,VOXLAT0006010732025536874,135,1,372.85
2876,VOXLAT0006010732025539183,229,1,348.69
2877,VOXLAT0006010732025539886,35,1,158.59
2878,VOXLAT0006010732025540280,118,2,858.25
2879,VOXLAT0006010732025540413,130,1,72.44
2880,VOXLAT0006010732025542872,217,1,99.95
2881,VOXLAT0006010732025544829,289,2,1129.82
2882,VOXLAT0006010732025545545,247,1,86.4
2883,VOXLAT0006010732025546832,138,3,345.98
2884,VOXLAT0006010732025546949,219,1,146.5
2885,VOXLAT0006010732025547335,317,3,161.98000000000002
2886,VOXLAT0006010732025548234,28,2,143.89999999999998
2887,VOXLAT0006010732025548937,269,1,340.0
2888,VOXLAT0006010732025549828,33,1,159.67
2889,VOXLAT0006010732025550354,37,1,65.0
2890,VOXLAT0006010732025551899,318,1,511.18
2891,VOXLAT0006010732025552913,329,2,86.97999999999999
2892,VOXLAT0006010732025553572,141,1,45.98
2893,VOXLAT0006010732025553598,70,7,724.57
2894,VOXLAT0006010732025553721,77,1,71.32
2895,VOXLAT0006010732025553812,8,5,292.5
2896,VOXLAT0006010732025554000,215,2,361.69
2897,VOXLAT0006010732025554216,208,1,27.99
2898,VOXLAT0006010732025555007,95,1,439.97
2899,VOXLAT0006010732025555163,99,1,686.25
2900,VOXLAT0006010732025556641,167,1,379.8
2901,VOXLAT0006010732025559074,345,1,133.02
2902,VOXLAT0006010732025559934,182,1,315.8
2903,VOXLAT0006010732025560734,323,1,200.0
2904,VOXLAT0006010732025561187,258,1,1722.02
2905,VOXLAT0006010732025561955,278,4,292.15
2906,VOXLAT0006010732025564348,190,1,42.85
2907,VOXLAT0006010732025564801,236,2,298.99
2908,VOXLAT0006010732025565543,289,1,705.6
2909,VOXLAT0006010732025566012,124,1,74.65
2910,VOXLAT0006010732025567598,107,1,259.13
2911,VOXLAT0006010732025568737,348,1,109.79
2912,VOXLAT0006010732025569610,53,1,554.78
2913,VOXLAT0006010732025570881,270,2,221.89
2914,VOXLAT0006010732025572440,303,1,239.98
2915,VOXLAT0006010732025572689,89,2,282.99
2916,VOXLAT0006010732025572804,73,1,188.58
2917,VOXLAT0006010732025573281,26,3,656.67
2918,VOXLAT0006010732025573984,350,1,400.0
2919,VOXLAT0006010732025574149,350,1,144.99
2920,VOXLAT0006010732025574362,133,7,4207.91
2921,VOXLAT0006010732025574388,94,1,111.48
2922,VOXLAT0006010732025579106,75,1,200.0
2923,VOXLAT0006010732025579635,114,1,288.81
2924,VOXLAT0006010732025579668,219,1,20.9
2925,VOXLAT0006010732025581037,340,1,54.72
2926,VOXLAT0006010732025581292,123,1,71.17
2927,VOXLAT0006010732025581656,303,1,84.98
2928,VOXLAT0006010732025583751,94,1,167.92
2929,VOXLAT0006010732025584247,105,1,97.68
2930,VOXLAT0006010732025584825,108,1,86.98
2931,VOXLAT0006010732025586390,118,1,40.18
2932,VOXLAT0006010732025588925,154,1,314.98
2933,VOXLAT0006010732025590426,329,1,317.85
2934,VOXLAT0006010732025590657,284,7,565.84
2935,VOXLAT0006010732025592612,9,1,21.99
2936,VOXLAT0006010732025594972,69,2,409.86
2937,VOXLAT0006010732025598395,267,1,114.98
2938,VOXLAT0006010732025598445,279,1,3500.0
2939,VOXLAT0006010732025598775,261,1,83.91
2940,VOXLAT0006010732025600993,131,2,230.48000000000002
2941,VOXLAT0006010732025602122,325,1,18.49
2942,VOXLAT0006010732025602593,93,1,367.74
2943,VOXLAT0006010732025605042,185,1,525.46
2944,VOXLAT0006010732025605778,62,1,128.6
2945,VOXLAT0006010732025605943,174,2,1013.94
2946,VOXLAT0006010732025606487,74,1,41.99
2947,VOXLAT0006010732025607717,167,1,4.99
2948,VOXLAT0006010732025608392,300,1,187.44
2949,VOXLAT0006010732025608673,308,1,77.49
2950,VOXLAT0006010732025609051,292,2,227.45
2951,VOXLAT0006010732025611008,269,3,194.97
2952,VOXLAT0006010732025611487,233,2,527.37
2953,VOXLAT0006010732025612212,289,2,174.75
2954,VOXLAT0006010732025614853,104,1,648.71
2955,VOXLAT0006010732025615389,346,1,25.18
2956,VOXLAT0006010732025615488,63,42,5834.58
2957,VOXLAT0006010732025615660,347,1,520.0
2958,VOXLAT0006010732025616080,343,1,36.99
2959,VOXLAT0006010732025616320,84,2,164.98
2960,VOXLAT0006010732025616726,327,1,303.27
2961,VOXLAT0006010732025619175,252,1,67.7
2962,VOXLAT0006010732025619910,57,1,60.0
2963,VOXLAT0006010732025620421,309,1,473.45
2964,VOXLAT0006010732025620520,166,1,329.97
2965,VOXLAT0006010732025621577,151,1,380.69
2966,VOXLAT0006010732025621684,304,1,1259.99
2967,VOXLAT0006010732025622245,93,3,373.0
2968,VOXLAT0006010732025624266,233,1,13.99
2969,VOXLAT0006010732025624845,44,5,261.5
2970,VOXLAT0006010732025625677,287,3,52.379999999999995
2971,VOXLAT0006010732025626105,97,1,111.99
2972,VOXLAT0006010732025628556,273,1,9.59
2973,VOXLAT0006010732025630537,312,1,25.0
2974,VOXLAT0006010732025633408,63,7,783.89
2975,VOXLAT0006010732025633770,262,1,136.0
2976,VOXLAT0006010732025635791,280,2,660.0
2977,VOXLAT0006010732025636054,261,3,1415.0
2978,VOXLAT0006010732025636385,284,1,12.0
2979,VOXLAT0006010732025636906,196,1,9.99
2980,VOXLAT0006010732025637094,300,1,149.97
2981,VOXLAT0006010732025637185,77,3,218.97
2982,VOXLAT0006010732025638662,123,5,1944.33
2983,VOXLAT0006010732025639397,110,2,157.4
2984,VOXLAT0006010732025642177,200,1,110.0
2985,VOXLAT0006010732025644389,30,2,12.46
2986,VOXLAT0006010732025646764,332,1,419.9
2987,VOXLAT0006010732025647887,305,2,89.97999999999999
2988,VOXLAT0006010732025650048,308,1,200.0
2989,VOXLAT0006010732025650782,328,7,857.9000000000001
2990,VOXLAT0006010732025651459,255,1,462.62
2991,VOXLAT0006010732025651749,62,1,147.37
2992,VOXLAT0006010732025655054,11,2,31.44
2993,VOXLAT0006010732025656508,326,1,66.13
2994,VOXLAT0006010732025656672,202,1,168.5
2995,VOXLAT0006010732025659981,281,2,34.510000000000005
2996,VOXLAT0006010732025661292,292,1,107.39
2997,VOXLAT0006010732025664098,46,3,371.03
2998,VOXLAT0006010732025664825,152,3,150.76
2999,VOXLAT0006010732025665202,343,1,44.99
3000,VOXLAT0006010732025665236,102,1,59.95
3001,VOXLAT0006010732025665533,281,1,101.95
3002,VOXLAT0006010732025666093,339,1,115.45
3003,VOXLAT0006010732025666309,302,1,44.5
3004,VOXLAT0006010732025666986,273,1,136.2
3005,VOXLAT0006010732025669337,192,1,100.0
3006,VOXLAT0006010732025671820,164,1,574.96
3007,VOXLAT0006010732025671978,164,1,327.53
3008,VOXLAT0006010732025671994,241,1,204.37
3009,VOXLAT0006010732025672182,289,1,254.8
3010,VOXLAT0006010732025672588,303,2,520.0
3011,VOXLAT0006010732025673495,151,1,61.98
3012,VOXLAT0006010732025673743,167,1,260.0
3013,VOXLAT0006010732025674014,144,2,485.34000000000003
3014,VOXLAT0006010732025675680,255,2,422.49
3015,VOXLAT0006010732025677314,333,1,125.96
3016,VOXLAT0006010732025677918,173,1,251.81
3017,VOXLAT0006010732025678577,287,2,253.98000000000002
3018,VOXLAT0006010732025678890,158,1,280.72
3019,VOXLAT0006010732025679153,330,1,318.16
3020,VOXLAT0006010732025679252,291,2,125.25
3021,VOXLAT0006010732025679617,282,1,349.54
3022,VOXLAT0006010732025680995,284,2,147.99
3023,VOXLAT0006010732025682488,43,1,59.96
3024,VOXLAT0006010732025682728,33,1,75.15
3025,VOXLAT0006010732025682785,200,1,7.99
3026,VOXLAT0006010732025684211,237,1,206.46
3027,VOXLAT0006010732025686695,24,1,41.31
3028,VOXLAT0006010732025688279,322,1,9.99
3029,VOXLAT0006010732025688469,217,8,368.0
3030,VOXLAT0006010732025688873,307,1,64.98
3031,VOXLAT0006010732025689426,199,1,125.0
3032,VOXLAT0006010732025689673,301,1,40.0
3033,VOXLAT0006010732025689889,321,1,44.9
3034,VOXLAT0006010732025690192,198,1,109.95
3035,VOXLAT0006010732025690432,244,1,35.65
3036,VOXLAT0006010732025691331,88,1,339.0
3037,VOXLAT0006010732025691380,219,1,45.56
3038,VOXLAT0006010732025692628,268,1,86.64
3039,VOXLAT0006010732025694061,147,15,1291.78
3040,VOXLAT0006010732025696959,285,1,389.32
3041,VOXLAT0006010732025696991,312,1,458.82
3042,VOXLAT0006010732025697064,36,1,33.43
3043,VOXLAT0006010732025697668,269,2,20.0
3044,VOXLAT0006010732025697767,301,1,22.1
3045,VOXLAT0006010732025698534,257,2,231.64
3046,VOXLAT0006010732025699904,167,1,441.39
3047,VOXLAT0006010732025701825,326,1,164.99
3048,VOXLAT0006010732025701999,182,2,136.98
3049,VOXLAT0006010732025702765,217,1,203.18
3050,VOXLAT0006010732025703631,231,1,125.0
3051,VOXLAT0006010732025704043,319,1,157.45
3052,VOXLAT0006010732025704258,142,1,209.99
3053,VOXLAT0006010732025704308,337,1,71.94
3054,VOXLAT0006010732025705412,132,1,88.8
3055,VOXLAT0006010732025705495,97,1,199.95
3056,VOXLAT0006010732025705685,217,13,1079.72
3057,VOXLAT0006010732025709125,285,1,153.68
3058,VOXLAT0006010732025709554,181,1,259.95
3059,VOXLAT0006010732025716138,217,1,351.95
3060,VOXLAT0006010732025716211,145,2,141.58
3061,VOXLAT0006010732025716609,229,1,97.11
3062,VOXLAT0006010732025717177,308,1,9.99
3063,VOXLAT0006010732025718407,173,3,2323.5
3064,VOXLAT0006010732025722565,180,1,471.46
3065,VOXLAT0006010732025725162,276,1,580.46
3066,VOXLAT0006010732025726335,67,1,561.98
3067,VOXLAT0006010732025728042,258,1,154.95
3068,VOXLAT0006010732025728067,145,1,138.1
3069,VOXLAT0006010732025728075,276,1,88.47
3070,VOXLAT0006010732025728273,61,1,109.95
3071,VOXLAT0006010732025728968,273,1,109.95
3072,VOXLAT0006010732025729255,81,2,1263.99
3073,VOXLAT0006010732025729925,95,1,220.8
3074,VOXLAT0006010732025730881,203,16,2390.32
3075,VOXLAT0006010732025731129,25,1,69.5
3076,VOXLAT0006010732025733364,199,1,269.98
3077,VOXLAT0006010732025735450,317,1,62.97
3078,VOXLAT0006010732025736102,241,1,549.99
3079,VOXLAT0006010732025736243,168,2,155.1
3080,VOXLAT0006010732025738165,23,2,339.97
3081,VOXLAT0006010732025738736,259,1,70.0
3082,VOXLAT0006010732025741409,341,1,299.6
3083,VOXLAT0006010732025742522,101,4,779.3199999999999
3084,VOXLAT0006010732025744254,157,2,220.98000000000002
3085,VOXLAT0006010732025744429,19,2,102.85
3086,VOXLAT0006010732025744874,296,1,258.55
3087,VOXLAT0006010732025746747,212,1,61.34
3088,VOXLAT0006010732025747216,300,13,2177.37
3089,VOXLAT0006010732025747604,254,5,493.27
3090,VOXLAT0006010732025747836,153,1,342.0
3091,VOXLAT0006010732025748727,221,1,47.92
3092,VOXLAT0006010732025750061,82,1,195.0
3093,VOXLAT0006010732025750350,19,1,108.83
3094,VOXLAT0006010732025751218,271,1,179.99
3095,VOXLAT0006010732025751283,255,1,93.97
3096,VOXLAT0006010732025751333,305,2,93.08
3097,VOXLAT0006010732025751572,324,1,433.65
3098,VOXLAT0006010732025752638,333,1,148.9
3099,VOXLAT0006010732025752737,15,1,54.6
3100,VOXLAT0006010732025753693,137,2,335.0
3101,VOXLAT0006010732025754535,26,8,2369.35
3102,VOXLAT0006010732025754543,10,1,199.99
3103,VOXLAT0006010732025756126,12,5,1013.78
3104,VOXLAT0006010732025756142,242,3,358.97
3105,VOXLAT0006010732025756662,337,1,887.59
3106,VOXLAT0006010732025756753,142,2,259.15999999999997
3107,VOXLAT0006010732025757405,191,2,1255.3
3108,VOXLAT0006010732025757538,93,7,1605.06
3109,VOXLAT0006010732025758445,193,1,59.47
3110,VOXLAT0006010732025758650,329,7,363.90999999999997
3111,VOXLAT0006010732025759260,40,3,966.87
3112,VOXLAT0006010732025759591,163,1,105.56
3113,VOXLAT0006010732025760326,237,3,67.97
3114,VOXLAT0006010732025761365,249,4,111.26
3115,VOXLAT0006010732025762124,77,4,214.95999999999998
3116,VOXLAT0006010732025762504,311,1,86.74
3117,VOXLAT0006010732025762876,345,1,264.0
3118,VOXLAT0006010732025763569,13,1,125.0
3119,VOXLAT0006010732025763684,59,1,140.89
3120,VOXLAT0006010732025765226,213,1,52.97
3121,VOXLAT0006010732025766190,311,1,50.0
3122,VOXLAT0006010732025766737,150,1,18.14
3123,VOXLAT0006010732025767719,325,1,503.1
3124,VOXLAT0006010732025768139,205,1,89.95
3125,VOXLAT0006010732025768949,329,1,759.95
3126,VOXLAT0006010732025769079,163,3,573.62
3127,VOXLAT0006010732025769186,338,2,646.1700000000001
3128,VOXLAT0006010732025770689,9,12,3990.08
3129,VOXLAT0006010732025771562,95,1,332.87
3130,VOXLAT0006010732025774178,30,1,215.95
3131,VOXLAT0006010732025774855,228,1,62.97
3132,VOXLAT0006010732025776140,25,1,49.95
3133,VOXLAT0006010732025776496,21,1,200.0
3134,VOXLAT0006010732025776918,22,2,1319.63
3135,VOXLAT0006010732025777601,228,1,127.99
3136,VOXLAT0006010732025778872,237,1,79.99
3137,VOXLAT0006010732025779128,223,1,69.12
3138,VOXLAT0006010732025780340,234,1,22.08
3139,VOXLAT0006010732025781058,290,2,151.5
3140,VOXLAT0006010732025781116,175,1,619.46
3141,VOXLAT0006010732025785034,236,1,200.0
3142,VOXLAT0006010732025786123,193,1,38.49
3143,VOXLAT0006010732025786743,187,5,715.28
3144,VOXLAT0006010732025787667,140,2,147.98000000000002
3145,VOXLAT0006010732025788616,348,1,178.23
3146,VOXLAT0006010732025788830,275,2,313.23
3147,VOXLAT0006010732025789325,77,1,9.99
3148,VOXLAT0006010732025790687,144,1,41.26
3149,VOXLAT0006010732025792477,160,1,9.99
3150,VOXLAT0006010732025794580,267,1,159.98
3151,VOXLAT0006010732025796387,214,7,724.62
3152,VOXLAT0006010732025797047,346,1,430.0
3153,VOXLAT0006010732025797872,279,1,310.0
3154,VOXLAT0006010732025799464,160,8,648.26
3155,VOXLAT0006010732025800940,259,1,134.95
3156,VOXLAT0006010732025801468,276,1,62.97
3157,VOXLAT0006010732025801484,78,1,179.95
3158,VOXLAT0006010732025802631,59,1,1697.94
3159,VOXLAT0006010732025803555,45,1,24.99
3160,VOXLAT0006010732025803936,305,1,114.9
3161,VOXLAT0006010732025803944,218,1,127.46
3162,VOXLAT0006010732025805246,95,3,352.9
3163,VOXLAT0006010732025805519,269,1,189.99
3164,VOXLAT0006010732025805642,150,1,109.99
3165,VOXLAT0006010732025806236,84,3,1143.34
3166,VOXLAT0006010732025808315,123,2,1337.6999999999998
3167,VOXLAT0006010732025810873,142,1,382.78
3168,VOXLAT0006010732025813679,202,2,1218.38
3169,VOXLAT0006010732025813968,83,3,233.96999999999997
3170,VOXLAT0006010732025814297,33,6,802.52
3171,VOXLAT0006010732025815534,193,5,239.93
3172,VOXLAT0006010732025815914,260,1,120.0
3173,VOXLAT0006010732025818223,95,2,323.98
3174,VOXLAT0006010732025819288,122,1,455.34
3175,VOXLAT0006010732025819510,319,1,735.96
3176,VOXLAT0006010732025819890,304,1,86.25
3177,VOXLAT0006010732025820047,245,1,47.48
3178,VOXLAT0006010732025820757,299,2,510.0
3179,VOXLAT0006010732025820872,128,1,279.9
3180,VOXLAT0006010732025820971,96,1,22.46
3181,VOXLAT0006010732025821037,11,1,341.37
3182,VOXLAT0006010732025821573,198,1,257.66
3183,VOXLAT0006010732025821862,259,2,40.0
3184,VOXLAT0006010732025822050,283,1,69.0
3185,VOXLAT0006010732025822407,298,1,41.35
3186,VOXLAT0006010732025823736,114,1,289.4
3187,VOXLAT0006010732025824494,301,1,369.95
3188,VOXLAT0006010732025825046,124,2,324.84
3189,VOXLAT0006010732025826077,232,1,34.9
3190,VOXLAT0006010732025826713,258,1,73.96
3191,VOXLAT0006010732025826788,29,1,33.69
3192,VOXLAT0006010732025826804,97,1,367.5
3193,VOXLAT0006010732025827521,140,1,184.61
3194,VOXLAT0006010732025827620,345,1,1158.42
3195,VOXLAT0006010732025827638,194,1,39.99
3196,VOXLAT0006010732025828842,304,3,217.87
3197,VOXLAT0006010732025829790,158,1,365.07
3198,VOXLAT0006010732025831754,210,1,601.66
3199,VOXLAT0006010732025831994,128,1,1077.73
3200,VOXLAT0006010732025832208,290,1,75.0
3201,VOXLAT0006010732025832620,315,1,22.5
3202,VOXLAT0006010732025832901,76,6,589.75
3203,VOXLAT0006010732025833719,122,1,702.75
3204,VOXLAT0006010732025835151,229,6,466.92999999999995
3205,VOXLAT0006010732025835433,278,1,87.99
3206,VOXLAT0006010732025836373,275,6,416.84000000000003
3207,VOXLAT0006010732025836605,147,26,1873.3799999999999
3208,VOXLAT0006010732025837165,310,1,27.97
3209,VOXLAT0006010732025837553,327,1,9.99
3210,VOXLAT0006010732025837611,197,1,166.47
3211,VOXLAT0006010732025837884,204,1,635.61
3212,VOXLAT0006010732025838387,91,1,296.64
3213,VOXLAT0006010732025838395,236,2,129.99
3214,VOXLAT0006010732025838833,168,1,378.34
3215,VOXLAT0006010732025839153,157,1,22.99
3216,VOXLAT0006010732025840896,344,1,170.0
3217,VOXLAT0006010732025843254,210,1,159.9
3218,VOXLAT0006010732025844054,145,1,908.55
3219,VOXLAT0006010732025844229,274,2,87.02
3220,VOXLAT0006010732025844294,199,1,5.0
3221,VOXLAT0006010732025844393,93,1,189.88
3222,VOXLAT0006010732025845069,242,1,246.0
3223,VOXLAT0006010732025846299,254,1,59.79
3224,VOXLAT0006010732025847263,180,1,184.99
3225,VOXLAT0006010732025848733,273,2,20.380000000000003
3226,VOXLAT0006010732025849681,222,1,254.8
3227,VOXLAT0006010732025849913,169,1,350.52
3228,VOXLAT0006010732025852313,14,1,172.73
3229,VOXLAT0006010732025852354,75,6,888.0
3230,VOXLAT0006010732025852370,348,1,84.99
3231,VOXLAT0006010732025854194,175,1,237.99
3232,VOXLAT0006010732025854483,241,1,267.55
3233,VOXLAT0006010732025854905,277,1,2.96
3234,VOXLAT0006010732025856249,263,1,399.55
3235,VOXLAT0006010732025857676,347,2,502.77
3236,VOXLAT0006010732025859417,135,2,249.44
3237,VOXLAT0006010732025860084,86,2,499.98
3238,VOXLAT0006010732025860522,317,1,155.97
3239,VOXLAT0006010732025861231,290,1,65.75
3240,VOXLAT0006010732025864292,331,1,278.03
3241,VOXLAT0006010732025867386,285,1,25.0
3242,VOXLAT0006010732025868467,52,1,62.0
3243,VOXLAT0006010732025868699,189,1,114.99
3244,VOXLAT0006010732025868855,267,1,30.03
3245,VOXLAT0006010732025869465,278,4,218.94
3246,VOXLAT0006010732025870026,251,1,790.23
3247,VOXLAT0006010732025871206,315,1,14.99
3248,VOXLAT0006010732025871339,253,1,88.55
3249,VOXLAT0006010732025872212,305,4,174.34
3250,VOXLAT0006010732025873541,136,1,481.46
3251,VOXLAT0006010732025874440,329,1,186.0
3252,VOXLAT0006010732025876049,114,1,491.88
3253,VOXLAT0006010732025876130,323,1,314.9
3254,VOXLAT0006010732025876957,24,2,322.65
3255,VOXLAT0006010732025877138,234,2,276.2
3256,VOXLAT0006010732025877898,303,1,161.0
3257,VOXLAT0006010732025878060,37,1,1346.81
3258,VOXLAT0006010732025879449,218,1,503.96
3259,VOXLAT0006010732025879985,218,1,284.85
